#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia17bkm,2017-05-30 04:25:59,51.87619,84.29256,18.92,,,"unknown",2017-06-03 08:59:08,"candidate SN near galaxy 2MASX J03273234+8417347"
Gaia17bkl,2017-05-30 01:00:41,17.85829,34.85127,18.09,,,"unknown",2017-06-03 08:56:16,"blue hostless transient"
Gaia17bkk,2017-05-29 15:01:22,193.76119,1.86303,18.45,,,"unknown",2017-06-02 23:18:32,"transient near faint SDSS galaxy"
Gaia17bkj,2017-05-29 20:39:33,196.05423,-21.19360,18.75,,,"unknown",2017-06-02 23:17:43,"candidate SN near galaxy 6dFGS gJ130413.3-211141"
Gaia17bki,2017-05-29 11:40:29,14.27808,8.97255,17.80,,,"SN Ia",2017-06-02 23:16:11,"candidate SN near galaxy 2MASX J00570652+0858205"
Gaia17bkh,2017-05-29 03:16:24,190.22626,18.56899,19.12,20.33,0.15,"unknown",2017-06-02 17:38:34,"Gaia source coincident with Xray source + SDSS galaxy SDSS J124054.31+183408.4 brightens by ~1.2 mag"
Gaia17bkg,2017-05-28 14:47:11,192.27033,-12.20627,18.51,,,"SN Ic",2017-06-02 17:36:08,"Confirmed SN Ic near galaxy LEDA 956171"
Gaia17bkf,2017-05-28 16:30:07,193.08490,-15.96033,18.84,,,"SN Ia",2017-06-02 17:33:31,"Confirmed SN Ia near galaxy LEDA 83608"
Gaia17bke,2017-05-29 02:42:08,194.35813,-17.86349,18.61,,,"SN Ia",2017-06-02 17:31:31,"confirmed SN Ia near galaxy LEDA 83687"
Gaia17bkd,2017-05-29 05:37:09,13.72837,12.03831,17.64,,,"unknown",2017-06-02 17:29:07,"candidate SN near galaxy 2MASX J00545489+1202142"
Gaia17bkc,2017-05-28 17:57:06,10.05625,-6.78114,17.76,,,"unknown",2017-06-02 17:28:02,"candidate SN near galaxy 2MASX J00401348-0646467"
Gaia17bkb,2017-05-28 15:35:43,184.25755,40.15296,18.44,,,"unknown",2017-06-02 17:26:51,"candidate SN near faint SDSS galaxy SDSS J121701.77+400909.7"
Gaia17bka,2017-05-29 03:32:29,187.93209,36.20977,18.03,,,"SN Ia",2017-06-02 17:24:27,"confirmed SN Ia near galaxy 2MASX J12314373+3612331"
Gaia17bjz,2017-05-27 19:20:01,316.62798,-78.11317,18.41,,,"unknown",2017-05-29 16:57:43,"transient near faint DSS blob"
Gaia17bjy,2017-05-27 15:06:37,185.97579,9.12454,18.00,,,"unknown",2017-05-29 16:56:57,"candidate SN near faint SDSS galaxy GS-TEC predicts SN Ia"
Gaia17bjx,2017-05-27 18:22:46,2.22662,-30.04696,18.61,,,"unknown",2017-05-29 16:56:12,"candidate SN in galaxy 2MASX J00085434-3002478"
Gaia17bjw,2017-05-27 15:38:50,178.22188,44.12392,16.90,,,"SN Ic",2017-05-29 16:55:22,"Confirmed SN Ic, aka SN 2017ein, in galaxy NGC 3938"
Gaia17bjv,2017-05-27 15:38:14,177.77551,43.41448,17.87,,,"unknown",2017-05-29 16:53:40,"blue transient 20 arcsecs from galaxy LEDA 2220260, GS-TEC predicts SN Ia"
Gaia17bju,2017-05-26 09:47:38,202.25475,-56.13407,17.21,18.48,0.52,"QSO",2017-05-28 12:34:16,"~1.3 increase in brightness of QSO LQAC 202-056 001"
Gaia17bjt,2017-05-27 01:19:46,309.61984,-76.36724,18.60,,,"unknown",2017-05-28 12:30:54,"candidate SN near galaxy 6dFGS gJ203829.1-762158, GS-TEC predicts SN Ia"
Gaia17bjs,2017-05-26 08:26:55,191.37947,-31.33033,18.32,,,"unknown",2017-05-28 12:28:41,"candidate SN on a DSS smudge, aka ATLAS17flr, GS-TEC predicts SN Ia"
Gaia17bjr,2017-05-26 09:12:07,179.69492,15.71913,18.50,,,"SN Ia",2017-05-28 12:26:09,"confirmed SN Ia, SN 2017cbr, in radio galaxy NVSS J115847+154254, GS-TEC predicts SN Ia at t=59"
Gaia17bjq,2017-05-26 02:27:40,190.71097,-30.41206,17.41,,,"SN Ia",2017-05-28 12:23:22,"bright confirmed SN Ia, SN 2017cjr, in glaxy ESO 442-15, aka ASASSN-17ea"
Gaia17bjp,2017-05-26 18:23:31,357.36779,-30.41797,18.92,,,"SN IIb",2017-05-28 12:19:50,"candidate SN near galaxy 6dFGS gJ234928.6-302516"
Gaia17bjo,2017-05-26 17:59:12,125.39715,76.34213,17.29,,,"unknown",2017-05-28 12:16:31,"blue transient on a PS1 source"
Gaia17bjn,2017-05-25 06:51:03,13.44718,40.93015,17.45,18.59,0.41,"unknown",2017-05-27 15:28:46,"gaia source brightens by more than 1 mag, previous outbursts in light curve (CRTS CV candidate)"
Gaia17bjm,2017-05-25 14:29:56,344.67003,-47.00123,18.65,,,"unknown",2017-05-27 15:27:19,"candidate SN near galaxy GALEXASC J225840.93-470004.5"
Gaia17bjl,2017-05-25 14:49:35,330.55827,-63.05683,18.93,,,"unknown",2017-05-27 15:25:57,"candidate SN near galaxy LEDA 336414"
Gaia17bjk,2017-05-25 14:29:52,188.78450,-27.94066,18.96,,,"SN IIP",2017-05-27 15:24:55,"candidate SN near galaxy 2MASX J12350718-2756262"
Gaia17bjj,2017-05-25 19:04:10,9.33110,29.07809,17.59,,,"unknown",2017-05-27 15:24:10,"candidate SN near SDSS galaxy"
Gaia17bji,2017-05-25 05:55:06,357.95656,-4.76254,18.87,,,"SN Ia",2017-05-27 15:23:27,"candidate SN near faint SDSS galaxy"
Gaia17bjh,2017-05-25 21:50:25,159.53323,56.30300,18.71,,,"unknown",2017-05-27 15:21:29,"candidate SN near galaxy SDSS J103808.19+561812.0"
Gaia17bjg,2017-05-23 12:49:34,10.70455,41.71156,19.33,19.90,0.07,"unknown",2017-05-25 22:22:52,"Gaia source towards/in M31 brightens by 0.7 mag"
Gaia17bjf,2017-05-25 02:09:17,196.64315,-47.53219,17.99,,,"unknown",2017-05-25 22:15:08,"hostless, blue transient"
Gaia17bje,2017-05-23 19:13:41,1.14901,20.32842,18.77,19.96,0.46,"BL Lac",2017-05-25 08:37:49,">1 mag increase in brightness of QSO LQAC 001+020 001"
Gaia17bjd,2017-05-23 08:15:36,189.73326,-40.78372,18.00,,,"unknown",2017-05-25 08:36:37,"candidate SN near galaxy 2MASX J12385523-4046518"
Gaia17bjc,2017-05-24 02:51:30,177.01716,-5.35309,18.91,,,"unknown",2017-05-25 08:35:26,"candidate SN near centre of galaxy LEDA 1045856"
Gaia17bjb,2017-05-23 20:51:03,176.14415,-5.81061,18.25,,,"unknown",2017-05-25 08:34:25,"candidate SN near galaxy 2dFGRS TGN114Z247, GS-TEC predicts SN Ia, aka ATLAS17fqq"
Gaia17bja,2017-05-23 20:44:43,178.15355,-12.36339,18.61,,,"unknown",2017-05-25 08:33:13,"blue transient (GS-TEC predicts SN Ia), aka ATLAS17flm"
Gaia17biz,2017-05-23 20:41:02,179.38083,-16.12722,18.90,,,"unknown",2017-05-25 08:32:11,"candidate SN near DSS extended source, GS-TEC predicts SN Ia"
Gaia17biy,2017-05-23 07:14:36,359.25147,19.66646,18.89,,,"unknown",2017-05-25 08:31:13,"candidate SN near galaxy GALEXASC J235700.47+194000.7, GS-TEC predicts SN Ia"
Gaia17bix,2017-05-24 05:30:41,0.99333,17.26595,18.95,,,"unknown",2017-05-25 08:30:15,"candidate SN near galaxy SDSS J000358.76+171554.8"
Gaia17biw,2017-05-23 11:46:59,353.84809,3.08541,18.25,,,"SN Ia",2017-05-25 08:29:18,"candidate SN in galaxy SDSS J233523.50+030508.8, GS-TEC predicts SN Ia"
Gaia17biv,2017-05-24 06:05:35,351.41946,-13.50515,18.36,,,"unknown",2017-05-25 08:28:24,"candidate SN near galaxy 2dFGRS TGS906Z085, GS-TEC predicts SN Ia"
Gaia17biu,2017-05-23 21:41:13,154.77343,46.45391,16.72,,,"SLSN",2017-05-25 08:27:10,"bright candidate SN in galaxy NGC 3191"
Gaia17bit,2017-05-23 15:38:00,155.12842,43.02360,18.03,,,"unknown",2017-05-25 08:26:17,"candidate SN in the outskirts of NGC 3202, GS-TEC predicts SN Ia"
Gaia17bis,2017-05-23 03:32:39,156.14791,37.54746,18.99,,,"unknown",2017-05-25 08:24:52,"candidate SN in galaxy SDSS J102435.46+373250.5"
Gaia17bir,2017-05-23 06:39:33,16.96787,50.26070,18.66,,,"unknown",2017-05-25 08:23:54,"candidate SN near DSS smudge, GS-TEC predicts SN Ia"
Gaia17biq,2017-05-23 18:50:35,10.57603,40.89923,17.95,,,"Nova",2017-05-25 08:21:01,"candidate nova in galaxy M31 (Andromeda)"
Gaia17bip,2017-05-22 20:55:02,170.92659,-1.60116,18.85,,,"unknown",2017-05-24 07:01:41,"candidate SN near galaxy 2dFGRS TGN304Z018"
Gaia17bio,2017-05-23 08:51:09,174.19075,-5.65371,18.87,,,"unknown",2017-05-24 07:00:40,"candidate SN near emission line galaxy 2MASX J11364517-0539147, GS-TEC predicts SN II"
Gaia17bin,2017-05-23 02:47:48,174.65351,-9.02999,18.04,,,"SN Ia",2017-05-24 06:59:33,"apparently hostless blue transient, GS-TEC predicts SN Ia"
Gaia17bim,2017-05-22 19:02:29,2.31559,30.48592,17.76,,,"unknown",2017-05-24 06:58:16,"candidate SN near galaxy ESDO 409-15, GS-TEC predicts SN II"
Gaia17bil,2017-05-22 13:05:41,0.22841,27.75631,18.91,,,"unknown",2017-05-24 06:56:26,"candidate SN near galaxy LEDA 1817173, GS-TEC predicts SN Ia"
Gaia17bik,2017-04-13 18:58:30,337.80151,-26.01483,20.31,,,"unknown",2017-05-23 07:35:20,"bright candidate SN in galaxy GALEXASC J223112.25-260054.8"
Gaia17bij,2017-05-22 03:07:47,163.01852,11.59496,17.18,,,"SN Ia",2017-05-23 07:34:06,"candidate SN in galaxy LEDA 1395916, GS-TEC predicts SN Ia at t=1, aka ATLAS17fnt"
Gaia17bii,2017-05-22 02:48:08,170.87824,-8.65332,16.92,,,"SN II",2017-05-23 07:32:45,"bright confirmed SN II (SN 2017byz) in Seyfert 2 galaxy NGC 3660"
Gaia17bih,2017-05-21 13:00:35,359.88622,32.33554,18.86,,,"unknown",2017-05-23 07:28:01,"blue transient 15 arcsec from galaxy LEDA 1992027"
Gaia17big,2017-05-21 15:18:26,155.83067,22.39402,17.58,,,"SN Ia",2017-05-23 07:25:29,"candidate SN near galaxy MCG +04-25-014, GS-TEC predicts SN Ia t=5 (aka ASASSN-17gl)"
Gaia17bif,2017-05-20 21:00:11,289.04034,-62.59768,14.92,20.05,0.24,"CV",2017-05-22 10:50:32,"~5 mag brightening in dwarf nova V344 Pav"
Gaia17bie,2017-05-20 23:24:28,353.12034,23.93637,16.99,,,"SN Ia",2017-05-22 10:47:05,"candidate SN in outskirts of galaxy UGC 12655, GS-TEC predicts SN Ia at t=32"
Gaia17bid,2017-05-21 01:17:32,350.88795,18.21764,18.83,,,"unknown",2017-05-22 10:45:57,"candidate SN near galaxy SDSS J232333.15+181258.8, GS-TEC predicts SN Ia"
Gaia17bic,2017-04-21 16:03:50,137.14485,48.60730,17.42,,,"SN Ia",2017-05-22 10:42:59,"Confirmed SN Ia, SN 2017dae, in galaxy SDSS J090834.64+483625.9"
Gaia17bib,2017-05-18 02:55:30,151.18052,-2.40758,19.63,20.28,0.07,"unknown",2017-05-22 08:03:12,"faint galaxy SDSS J100443.32-022427.3 brightens by ~0.6 mag"
Gaia17bia,2017-05-19 18:56:07,306.02301,-49.61831,17.47,,,"unknown",2017-05-21 10:34:11,"candidate SN near galaxy GALEXASC J202405.04-493704.1"
Gaia17bhz,2017-04-29 07:08:49,274.73417,-63.61025,19.48,,,"unknown",2017-05-21 10:30:39,"candidate SN, rising, near galaxy LEDA 330847"
Gaia17bhy,2017-05-19 21:57:16,115.61182,57.07876,18.04,,,"unknown",2017-05-21 10:26:32,"transient on DSS blob"
Gaia17bhx,2017-05-19 03:28:25,222.11193,-63.80437,19.26,18.20,0.31,"unknown",2017-05-21 10:14:19,"Gaia source declines by ~2 mag over 12 days"
Gaia17bhw,2017-05-18 12:42:17,311.01267,-37.55384,18.91,,,"unknown",2017-05-21 10:06:42,"candidate SN near galaxy GALEXASC J204402.84-373315.8"
Gaia17bhv,2017-05-19 06:55:19,304.85625,-48.52445,17.54,,,"unknown",2017-05-21 10:01:46,"candidate SN near DSS blob and UV source GALEXASC J201925.46-483123.5, GS-TEC predicts SN Ia"
Gaia17bhu,2017-05-18 14:58:50,151.99089,1.26900,18.87,,,"unknown",2017-05-21 09:52:55,"candidate SN near galaxy LEDA 154664, GS-TEC predicts SN Ia"
Gaia17bht,2017-05-19 08:59:00,154.73788,1.65873,17.83,,,"unknown",2017-05-21 09:48:21,"candidate SN near galaxy CGCG 008-091, aka PS17dag"
Gaia17bhs,2017-05-18 14:55:19,153.63547,-2.27357,17.52,,,"unknown",2017-05-21 09:42:15,"candidate SN near galaxy SDSS J101432.53-021624.1, GS-TEC predicts SN Ia,aka PS17dal"
Gaia17bhr,2017-05-18 20:47:57,157.81054,-9.71055,18.82,,,"unknown",2017-05-21 09:37:09,"transient on DSS blob and UV source GALEXASC J103114.54-094237.5"
Gaia17bhq,2017-05-19 02:47:58,159.20166,-9.45989,17.88,,,"unknown",2017-05-21 09:32:13,"candidate SN near galaxy 2MASX J10364820-0927358, GS-TEC predicts SN Ia"
Gaia17bhp,2017-05-18 20:38:44,162.23065,-18.91053,18.45,,,"unknown",2017-05-21 09:28:36,"candidate SN on DSS blob, GS-TEC predicts SN Ia"
Gaia17bho,2017-05-19 07:23:57,342.30428,14.19955,18.54,,,"unknown",2017-05-21 09:24:27,"candidate SN near emission-line galaxy LEDA 1451822"
Gaia17bhn,2017-05-19 05:45:41,338.61660,7.56519,18.89,,,"unknown",2017-05-21 09:19:31,"candidate SN near faint SDSS galaxy"
Gaia17bhm,2017-05-18 12:53:11,355.29983,39.89359,18.55,,,"unknown",2017-05-21 09:15:26,"candidate SN near galaxy LEDA 2157370, GS-TEC predicts SN Ia"
Gaia17bhl,2017-04-22 11:38:33,120.60819,46.02065,18.38,,,"unknown",2017-05-21 09:11:38,"candidate SN, declining, near galaxy SDSS J080226.16+460112.6, aka ATLAS17esc"
Gaia17bhk,2017-05-18 03:08:47,144.84419,10.98848,18.41,,,"unknown",2017-05-21 09:06:06,"candidate SN near galaxy LEDA 1387291"
Gaia17bhj,2017-05-17 13:50:48,202.11741,-59.29563,17.15,,,"unknown",2017-05-20 08:35:09,"blue Galactic plane transient"
Gaia17bhi,2017-05-17 17:49:02,331.51086,6.50022,18.90,,,"unknown",2017-05-20 08:33:10,"candidate SN near galaxy SDSS J220602.29+062948.4, GS-TEC predicts SN Ia at t=28"
Gaia17bhh,2017-05-17 15:41:52,122.40833,42.53841,18.86,,,"unknown",2017-05-20 08:31:15,"candidate SN near galaxy SDSS J080937.87+423217.2"
Gaia17bhg,2017-05-18 03:41:25,125.22538,42.62571,18.73,,,"unknown",2017-05-20 08:27:26,"Blue transient on galaxy SDSS J082054.01+423732.9"
Gaia17bhf,2017-05-15 23:16:52,339.94008,34.37968,18.83,,,"unknown",2017-05-19 17:54:43,"candidate SN in galaxy in a cluster of galaxies MCG+06-49-068"
Gaia17bhe,2017-05-17 02:58:52,277.78577,-57.36627,18.18,,,"unknown",2017-05-19 08:12:46,"apparently hostless transient"
Gaia17bhd,2017-05-16 20:00:29,185.25325,-53.53049,18.25,,,"SN Ia",2017-05-19 08:11:49,"candidate SN in galaxy 2MASX J12210063-5331489, GS-TEC predicts SN Ia at t=31"
Gaia17bhc,2017-05-17 08:38:35,156.85761,-19.50617,18.60,,,"unknown",2017-05-19 08:09:56,"blue apparently hostless transient"
Gaia17bhb,2017-05-16 14:25:51,161.10572,-32.20914,16.25,,,"SN Ia",2017-05-19 08:09:05,"confirmed SN Ia in galaxy ESO 437-56, aka SN 2017ckq"
Gaia17bha,2017-05-16 12:56:45,346.29973,38.81884,17.02,,,"unknown",2017-05-19 08:06:58,"candidate SN near extemded DSS source"
Gaia17bgz,2017-04-16 03:47:34,134.69568,23.22943,19.03,,,"unknown",2017-05-19 08:06:00,"candidate SN in galaxy SDSS J085846.92+231345.8"
Gaia17bgy,2017-05-16 21:09:18,139.35837,10.89193,17.59,,,"unknown",2017-05-19 08:04:20,"candidate SN in outskirts of galaxy 2MASX J09172623+1053326, GS-TEC predicts SN Ia"
Gaia17bgx,2017-05-16 08:02:37,180.86994,-52.22721,18.81,,,"unknown",2017-05-19 07:40:44,"candidate SN near extended DSS source, GS-TEC predicts SN Ia"
Gaia17bgw,2017-05-15 17:04:41,347.37480,43.92259,18.66,,,"unknown",2017-05-19 07:39:41,"hostless transient, declining"
Gaia17bgv,2017-05-16 05:39:15,106.02253,50.56961,17.44,,,"unknown",2017-05-19 07:38:20,"blue transient near UV source GALEXASC J070405.29+503409.4"
Gaia17bgu,2017-05-14 21:15:20,242.54733,-63.45399,16.54,18.76,0.80,"unknown",2017-05-18 09:55:00,">2 mag outburst in Gaia source"
Gaia17bgt,2017-04-17 08:25:43,305.79488,-24.03283,17.75,,,"unknown",2017-05-18 09:47:59,"declining blue transient on faint blue DSS source (GALEXASC J202310.77-240200.1)"
Gaia17bgs,2017-05-14 14:46:15,283.78478,-46.64247,17.96,,,"unknown",2017-05-18 09:41:57,"candidate SN near GALEXASC J185508.38-463833.2 (extended DSS source)"
Gaia17bgr,2017-05-15 02:37:18,148.13009,-21.96508,17.81,,,"SN Ib/c",2017-05-18 09:30:03,"transient on faint DSS source (UV source GALEXASC J095231.21-215754.7), aka ASASSN-17dv"
Gaia17bgq,2017-05-14 20:23:02,155.91860,-35.82536,18.74,,,"SN Ia",2017-05-18 09:20:01,"confirmed SN in emission line galaxy ESO 375-18, aka ASASSN-17bu"
Gaia17bgp,2017-05-15 11:12:24,340.95907,38.37356,17.77,,,"unknown",2017-05-18 09:13:25,"candidate SN near galaxy UGC 12173, GS-TEC predicts SN II"
Gaia17bgo,2017-05-14 19:05:39,334.38513,33.86360,18.40,,,"unknown",2017-05-18 09:09:45,"transient on faint DSS source"
Gaia17bgn,2017-05-15 11:13:13,340.45464,37.72319,18.78,,,"unknown",2017-05-18 09:04:58,"candidate SN near galaxy MCG+06-49-077"
Gaia17bgm,2017-05-15 11:46:25,323.85321,11.34269,18.52,,,"unknown",2017-05-18 09:00:34,"transient on faint galaxy SDSS J213524.77+112033.6"
Gaia17bgl,2017-05-13 23:52:29,315.68554,8.15225,17.67,18.74,0.26,"unknown",2017-05-18 08:55:40,"blue source showing erratic variability in CSS brightens by 1 mag"
Gaia17bgk,2017-05-14 04:18:00,58.74342,63.65240,18.02,19.13,0.50,"unknown",2017-05-18 08:52:09,"> 2mag outburst in Gaia source (previous outburst in past)"
Gaia17bgj,2017-05-13 23:45:03,318.50341,14.31368,16.62,19.31,0.40,"unknown",2017-05-18 08:47:49,"Candidate CV, 2.5 mag brightening in Gaia source on GALEXASC J211400.79+141849.4. Previous outburst."
Gaia17bgi,2017-05-13 18:19:30,303.91628,-13.62631,18.70,,,"unknown",2017-05-18 08:44:05,"candidate SN in outskirts of galaxy MCG -02-51-004, declining"
Gaia17bgh,2017-05-11 12:40:20,286.61523,-28.91232,18.82,,,"unknown",2017-05-18 08:42:32,"hostless blue transient, declining"
Gaia17bgg,2017-05-14 07:05:56,276.88984,-50.91073,17.98,,,"unknown",2017-05-18 08:40:19,"hostless blue transient"
Gaia17bgf,2017-05-14 08:25:41,151.68100,-33.74961,18.49,,,"unknown",2017-05-18 08:38:06,"blue transient near faint blue smudge in DSS"
Gaia17bge,2017-05-14 02:20:08,154.76920,-39.01734,17.72,,,"unknown",2017-05-18 08:35:55,"candidate SN near galaxy LEDA 602734"
Gaia17bgd,2017-04-15 03:24:11,118.72583,8.29891,19.35,,,"unknown",2017-05-18 08:34:17,"candidate SN in galaxy SDSS J075454.34+081757.9"
Gaia17bgc,2017-05-13 17:13:49,333.30818,39.42823,20.30,19.26,0.10,"unknown",2017-05-18 08:30:41,"new Gaia source rises and fades by ~1 mag in ~50 days"
Gaia17bgb,2017-05-13 08:30:52,143.95869,-29.39301,18.12,,,"unknown",2017-05-17 19:25:42,"hostless blue transient"
Gaia17bga,2017-05-13 09:09:56,250.17978,-61.49327,17.98,19.00,0.36,"unknown",2017-05-17 16:45:57,"2mag rise in Gaia source "
Gaia17bfz,2017-05-12 21:00:23,126.72788,-0.12590,17.57,19.38,0.40,"CV",2017-05-17 16:44:56,"2mag outburst in dwarf nova SDSS J082654.69-000733.1"
Gaia17bfy,2017-05-10 20:48:15,123.92151,-13.14509,18.92,,,"unknown",2017-05-17 16:43:52,"candidate SN - blue transient near DSS blob"
Gaia17bfx,2017-05-12 20:29:29,142.45181,-31.10067,18.23,,,"unknown",2017-05-17 16:41:31,"Gaia outburst in Cataclysmic Binary Candidate CRTS SSS120111 J092948-310602"
Gaia17bfw,2017-05-12 22:53:58,347.70493,54.59592,18.93,,,"unknown",2017-05-17 15:51:14," hostless transient near galactic plane"
Gaia17bfv,2017-05-13 06:01:58,308.93055,1.36118,18.92,,,"unknown",2017-05-17 15:46:53,"transient ~30arcsec from galaxy UGC 11596"
Gaia17bfu,2017-05-12 08:47:52,275.91019,-46.66191,16.46,18.20,0.77,"unknown",2017-05-17 13:29:04,"repeated 3 to 4 magnitude outbursts in faint Gaia source"
Gaia17bft,2017-05-11 01:40:21,205.64129,-66.79255,16.64,,,"unknown",2017-05-17 13:23:48,"blue transient in Galactic plane"
Gaia17bfs,2017-05-12 08:47:37,130.63402,-13.23060,17.46,19.31,0.34,"unknown",2017-05-17 08:42:26,"blue transient on GALEXASC J084232.18-131349.8"
Gaia17bfr,2017-05-12 01:40:34,208.23444,-65.37847,17.51,,,"unknown",2017-05-17 08:40:41,"blue Galactic plane transient"
Gaia17bfq,2017-05-12 08:05:22,299.10508,-11.75957,18.50,,,"unknown",2017-05-17 08:38:17,"candidate SN in Galaxy 2MASX J19562514-1145369"
Gaia17bfp,2017-05-12 16:59:20,340.94385,51.35478,17.75,,,"unknown",2017-05-17 08:36:35,"blue Galactic plane transient"
Gaia17bfo,2017-05-11 06:52:37,329.20954,48.26357,17.34,,,"unknown",2017-05-17 08:33:19,"blue transient near faint DSS source in Galactic plane"
Gaia17bfn,2017-05-10 13:32:38,224.55732,-66.31244,18.53,,,"unknown",2017-05-16 10:04:45,"blue transient near DSS source near Galactic plane"
Gaia17bfm,2017-05-10 00:42:59,280.82786,-30.49193,18.12,,,"unknown",2017-05-15 22:47:42,"blue transient on DSS blob near Galactic plane"
Gaia17bfl,2017-05-09 23:57:38,297.67422,8.47210,17.75,,,"unknown",2017-05-15 10:57:49,"transient on faint DSS source near Galactic plane"
Gaia17bfk,2017-05-10 20:38:44,278.42082,-38.76206,17.48,,,"unknown",2017-05-15 10:55:00,"blue transient on faint DSS source"
Gaia17bfj,2017-05-10 07:29:36,231.21956,-65.36816,17.28,,,"unknown",2017-05-15 10:52:21,"blue hostless transient near Galactic plane, candidate CV"
Gaia17bfi,2017-05-11 20:24:55,141.21817,-35.98340,15.38,,,"CV",2017-05-15 10:49:46,"bright, candidate CV, aka ASASSN-17fz"
Gaia17bfh,2017-05-11 00:21:27,293.03348,-12.60033,18.30,,,"unknown",2017-05-15 10:45:44,"transient near DSS source"
Gaia17bfg,2017-05-10 23:12:15,322.97249,44.19677,17.37,,,"unknown",2017-05-15 10:43:23,"transient near Galactic plane, candidate SN, GS-TEC predicts SN Ia"
Gaia17bff,2017-04-10 06:07:23,302.82711,12.32934,17.80,,,"unknown",2017-05-15 10:36:14,"transient near faint DSS source near Galactic plane, declining"
Gaia17bfe,2017-05-10 06:40:16,282.87460,-28.26441,16.49,,,"unknown",2017-05-15 10:32:26,"blue transient on faint blue DSS source, candidate CV"
Gaia17bfd,2017-05-07 20:23:24,277.65963,-24.86991,18.82,,,"unknown",2017-05-13 14:54:23,"blue transient near Galactic plane"
Gaia17bfc,2017-04-08 21:01:32,119.45783,-21.68584,16.69,,,"SN Ia",2017-05-13 14:51:34,"confirmed SN (SN 2017cug) near galaxy LEDA 79159, aka ATLAS17dkv"
Gaia17bfb,2017-05-09 08:39:37,121.09153,-22.45861,17.40,,,"unknown",2017-05-13 14:46:47,"blue transient near DSS source"
Gaia17bfa,2017-05-09 03:34:04,178.32457,-67.93129,17.54,,,"unknown",2017-05-13 14:44:41,"blue transient near Galactic plane, near DSS source"
Gaia17bez,2017-05-08 19:58:47,288.63226,-3.27254,17.08,,,"unknown",2017-05-13 14:41:36,"transient near faint DSS source near Galactic plane"
Gaia17bey,2017-05-09 15:28:41,101.75067,27.20202,18.08,,,"unknown",2017-05-13 14:39:22,"candidate SN near galaxy 2MASX J06465984+2712095, declining"
Gaia17bex,2017-05-08 21:04:09,108.91371,2.72357,17.99,,,"unknown",2017-05-13 14:36:33,"candidate SN near galaxy LEDA 1235672, GS-TEC predicts SN Ia"
Gaia17bew,2017-05-07 14:01:47,283.52379,-5.36061,18.23,,,"unknown",2017-05-13 10:27:00,"transient on DSS blob near Galactic plane"
Gaia17bev,2017-05-07 19:34:02,215.16458,-70.90890,16.96,,,"unknown",2017-05-13 10:25:46,"hostless blue transient near Galactic plane"
Gaia17beu,2017-05-07 09:19:24,98.74922,18.45974,18.56,,,"unknown",2017-05-13 10:23:00,"blue hostless transient"
Gaia17bet,2017-05-08 03:02:51,106.76504,1.49076,17.06,,,"unknown",2017-05-13 10:21:38,"blue transient near Galactic plane"
Gaia17bes,2017-05-07 05:23:47,298.07823,39.66714,18.82,,,"unknown",2017-05-13 10:20:47,"new Gaia source on faint DSS source near Galactic plane"
Gaia17ber,2017-05-05 21:04:06,98.26987,3.40631,17.65,19.07,0.43,"CV",2017-05-13 10:19:30,"variable Galactic plane Gaia source brightens by almost 3 magnitudes"
Gaia17beq,2017-05-05 14:45:00,101.89584,-16.60679,17.26,19.33,0.08,"unknown",2017-05-13 10:17:42,"Gaia source brightens by 2 magnitudes"
Gaia17bep,2017-05-06 13:20:03,246.13878,-64.30317,17.86,,,"unknown",2017-05-12 19:28:30,"hostless, blue transient near galactic plane, declining"
Gaia17beo,2017-05-06 09:10:23,240.12181,-67.80383,18.76,,,"unknown",2017-05-12 19:26:04,"hostless, blue transient near galactic plane"
Gaia17ben,2017-05-06 07:35:43,206.01488,-74.78743,18.09,,,"unknown",2017-05-12 19:23:48,"blue transient near DSS source"
Gaia17bem,2017-05-05 07:38:37,188.67355,-77.99659,17.80,,,"unknown",2017-05-12 19:21:32,"candidate SN"
Gaia17bel,2017-05-05 17:01:49,301.60647,59.57054,18.87,,,"unknown",2017-05-12 19:19:17,"candidate SN near UV source GALEXASC J200625.65+593414.5, GS-TEC predicts SN Ia, aka PS16eur"
Gaia17bek,2017-05-05 05:12:42,291.94512,50.85975,17.76,,,"unknown",2017-05-12 19:13:49,"candidate SN near galaxy LEDA 2383622"
Gaia17bej,2017-05-07 14:30:36,274.25440,-31.38352,14.60,16.73,0.98,"ULENS",2017-05-12 10:00:05,"source towards Galactic Bulge brightens by 3 mags, candidate microlensing event"
Gaia17bei,2017-05-07 13:58:03,144.15084,-63.94839,15.21,,,"SN Ia",2017-05-12 09:58:48,"confirmed SN Ia near galaxy ESO 91-15, aka SN 2017cyy"
Gaia17beh,2017-05-07 02:39:26,269.42176,-39.64578,17.57,,,"unknown",2017-05-12 09:57:38,"blue transient in Galactic plane"
Gaia17beg,2017-05-07 00:19:15,280.44655,-8.71357,18.64,,,"unknown",2017-05-12 09:55:39,"Galactic plane transient"
Gaia17bef,2017-05-05 02:34:30,267.52539,-35.89413,18.93,,,"unknown",2017-05-12 00:21:55,"fast rising blue transient towards Galactic centre"
Gaia17bee,2017-05-05 00:34:46,271.35090,-23.36632,17.80,,,"unknown",2017-05-10 14:54:20,"Galactic plane transient"
